"Date","Realized_Volatility"
2006-01-27,5.98149783141226e-05
2006-01-30,1.30972372820181e-06
2006-01-31,1.58720974316227e-05
2006-02-01,3.4504414222873e-06
2006-02-02,8.28465091388422e-05
2006-02-03,2.88693381214296e-05
2006-02-06,6.12924538865316e-07
2006-02-07,6.60589547719014e-05
2006-02-08,7.4400315214766e-05
2006-02-09,2.18622947844834e-06
2006-02-10,6.4350894777438e-06
2006-02-13,1.06603719554722e-05
2006-02-14,9.9656755927527e-05
2006-02-15,1.2237938133479e-05
2006-02-16,5.33105666544802e-05
2006-02-17,2.75926198687173e-06
2006-02-21,1.07314745389729e-05
2006-02-22,5.60310619927483e-05
2006-02-23,1.43056385923983e-05
2006-02-24,1.61976699621334e-06
2006-02-27,1.3181414618589e-05
2006-02-28,0.000109313862205111
2006-03-01,6.76899905297574e-05
2006-03-02,2.64924021320862e-06
2006-03-03,2.19849743390587e-06
2006-03-06,4.88995577045332e-05
2006-03-07,3.47317396397582e-06
2006-03-08,4.11232617192667e-06
2006-03-09,2.39392641266751e-05
2006-03-10,5.18057551645595e-05
2006-03-13,4.46298465277112e-06
2006-03-14,0.000106966408039321
2006-03-15,1.81540381175863e-05
2006-03-16,3.1371016050067e-06
2006-03-17,2.16044544526585e-06
2006-03-20,2.76020404205839e-06
2006-03-21,3.63983081976869e-05
2006-03-22,3.60301829151966e-05
2006-03-23,6.6854947915922e-06
2006-03-24,9.65891408621479e-07
2006-03-27,1.05871434419659e-06
2006-03-28,4.17186645388815e-05
2006-03-29,5.53824038219412e-05
2006-03-30,4.11412901124839e-06
2006-03-31,1.71914175044749e-05
2006-04-03,5.14370347793771e-06
2006-04-04,3.89026401443363e-05
2006-04-05,1.85058387768943e-05
2006-04-06,3.6988486985196e-06
2006-04-07,0.000108104948554966
2006-04-10,7.46761810012694e-07
2006-04-11,6.05463595384573e-05
2006-04-12,1.44977625282424e-06
2006-04-13,6.02213257119869e-07
2006-04-17,8.66920123959565e-06
2006-04-18,0.000286733419584203
2006-04-19,4.10093483816479e-06
2006-04-20,1.36247016328012e-06
2006-04-21,1.88262835751718e-08
2006-04-24,5.85855681070649e-06
2006-04-25,2.3829165237936e-05
2006-04-26,7.92630991005894e-06
2006-04-27,1.08646554549778e-05
2006-04-28,4.61468828383133e-07
2006-05-01,1.71734600198698e-05
2006-05-02,3.75268064453409e-05
2006-05-03,1.50816005479111e-05
2006-05-04,9.93657248807633e-06
2006-05-05,0.000104912209300815
2006-05-08,6.88964300151876e-07
2006-05-09,1.31244443087424e-07
2006-05-10,2.99166741068624e-06
2006-05-11,0.000165911780169712
2006-05-12,0.000127798897828711
2006-05-15,6.35811749669112e-06
2006-05-16,3.5015064756649e-06
2006-05-17,0.00028847303584313
2006-05-18,4.51792398953754e-05
2006-05-19,1.70433365970184e-05
2006-05-22,1.53853364967847e-05
2006-05-23,1.90050450377459e-05
2006-05-24,2.50399994435916e-06
2006-05-25,0.000127824286322937
2006-05-26,3.25247036312889e-05
2006-05-30,0.000255250458490334
2006-05-31,6.52734730991274e-05
2006-06-01,0.000149409731990726
2006-06-02,3.80379977645289e-06
2006-06-05,0.000322562390863286
2006-06-06,1.29681376346319e-06
2006-06-07,3.73454378181474e-05
2006-06-08,2.00519320241636e-06
2006-06-09,2.01211094826783e-05
2006-06-12,0.000142497161465458
2006-06-13,0.000124854832874617
2006-06-14,2.67897832782206e-05
2006-06-15,0.000441535861747288
2006-06-16,1.35766562414259e-05
2006-06-19,8.38800907480028e-05
2006-06-20,6.51503708602444e-11
2006-06-21,9.39701489919523e-05
2006-06-22,2.79274558418369e-05
2006-06-23,7.80535341161626e-07
2006-06-26,2.35968122998418e-05
2006-06-27,8.32752453748165e-05
2006-06-28,2.99477051464122e-05
2006-06-29,0.000455215046722593
2006-06-30,4.40941036061623e-06
2006-07-03,6.13735724998829e-05
2006-07-05,5.29292980323592e-05
2006-07-06,6.20562318650249e-06
2006-07-07,4.58712752568701e-05
2006-07-10,2.15710139647455e-06
2006-07-11,1.60665611903678e-05
2006-07-12,0.000119432715606007
2006-07-13,0.000170342910227546
2006-07-14,2.40718363645376e-05
2006-07-17,1.91600224938271e-06
2006-07-18,3.67863464768435e-06
2006-07-19,0.000338010590462538
2006-07-20,7.24822286489544e-05
2006-07-21,5.04392302067621e-05
2006-07-24,0.00027186914433032
2006-07-25,3.97015404919942e-05
2006-07-26,1.43143071005369e-07
2006-07-27,1.68767947458718e-05
2006-07-28,0.000145890553586848
2006-07-31,2.18845320642879e-06
2006-08-01,2.03061729134945e-05
2006-08-02,2.59440991443334e-05
2006-08-03,5.00144546408335e-06
2006-08-04,5.05616282589826e-07
2006-08-07,7.89614630252221e-06
2006-08-08,1.13459316769877e-05
2006-08-09,1.89988849874286e-05
2006-08-10,2.13290538441509e-05
2006-08-11,1.59557534079772e-05
2006-08-14,1.34505074281682e-06
2006-08-15,0.000185055689882077
2006-08-16,5.8259385968669e-05
2006-08-17,2.50012638958318e-06
2006-08-18,1.37497301557829e-05
2006-08-21,1.35218309875896e-05
2006-08-22,1.00270853954243e-06
2006-08-23,2.02388446779256e-05
2006-08-24,5.62439221271128e-06
2006-08-25,5.60662427447762e-07
2006-08-28,2.65473987360237e-05
2006-08-29,3.68104761240122e-06
2006-08-30,6.97784411294631e-07
2006-08-31,1.41169039712544e-06
2006-09-01,3.02441042305124e-05
2006-09-05,2.91433000282658e-06
2006-09-06,9.88180904918906e-05
2006-09-07,2.31417278247703e-05
2006-09-08,1.42847471329019e-05
2006-09-11,2.27721715517708e-07
2006-09-12,0.000106176734792901
2006-09-13,1.48526174594834e-05
2006-09-14,1.84662608151275e-06
2006-09-15,6.57694273943386e-06
2006-09-18,1.32517799630542e-06
2006-09-19,7.19874955050462e-06
2006-09-20,3.25592466501076e-05
2006-09-21,2.92693983051469e-05
2006-09-22,6.09520192137774e-06
2006-09-25,7.70271332960641e-05
2006-09-26,5.61917360935454e-05
2006-09-27,3.22454715311373e-08
2006-09-28,2.93052764462449e-06
2006-09-29,5.13327022446581e-06
2006-10-02,1.15388221135523e-05
2006-10-03,4.38274633597324e-06
2006-10-04,0.00014371937471145
2006-10-05,4.99175011112422e-06
2006-10-06,7.21512597557851e-06
2006-10-09,6.28167021909749e-07
2006-10-10,4.16718166152605e-06
2006-10-11,6.59070179232479e-06
2006-10-12,9.01715330271872e-05
2006-10-13,4.18262450911034e-06
2006-10-16,6.32965903507705e-06
2006-10-17,1.34407608100894e-05
2006-10-18,1.64383645893393e-06
2006-10-19,7.20621509275833e-07
2006-10-20,1.43768281097291e-06
2006-10-23,3.7619288090921e-05
2006-10-24,6.83243686072443e-08
2006-10-25,1.23041950314861e-05
2006-10-26,2.45098741618085e-05
2006-10-27,7.2038468282843e-05
2006-10-30,1.83470006460935e-07
2006-10-31,5.14911615726026e-11
2006-11-01,5.44440958721217e-05
2006-11-02,1.18158466155773e-07
2006-11-03,4.95378174041306e-06
2006-11-06,0.000127296499238366
2006-11-07,4.90730306249217e-06
2006-11-08,4.32851466061863e-06
2006-11-09,2.85930769259822e-05
2006-11-10,3.47035411136547e-06
2006-11-13,6.48126525747116e-06
2006-11-14,4.01484785815457e-05
2006-11-15,5.7676738266245e-06
2006-11-16,5.20573657109015e-06
2006-11-17,1.05714827843541e-06
2006-11-20,2.49661890200526e-07
2006-11-21,2.71621353366104e-06
2006-11-22,5.45394735751173e-06
2006-11-24,1.34119676899582e-05
2006-11-27,0.000186262171070023
2006-11-28,1.1823090909407e-05
2006-11-29,8.38964369502793e-05
2006-11-30,6.74720615554894e-07
2006-12-01,7.85510384613889e-06
2006-12-04,7.82508232599113e-05
2006-12-05,1.59561875934755e-05
2006-12-06,1.73071188965829e-06
2006-12-07,1.5828065373868e-05
2006-12-08,3.27719182274251e-06
2006-12-11,5.1403816570244e-06
2006-12-12,1.09814098170965e-06
2006-12-13,1.36461574720413e-06
2006-12-14,7.48557618513661e-05
2006-12-15,1.258378070947e-06
2006-12-18,1.04689034953602e-05
2006-12-19,4.64801253919817e-06
2006-12-20,2.01076798605492e-06
2006-12-21,1.35476788434036e-05
2006-12-22,2.84135112049465e-05
2006-12-26,1.88601778486172e-05
2006-12-27,4.88710203778035e-05
2006-12-28,2.1900345815301e-06
2006-12-29,2.04602666790895e-05
2007-01-03,1.43853311581881e-06
2007-01-04,1.50683603171963e-06
2007-01-05,3.72486575912981e-05
2007-01-08,4.91889001620544e-06
2007-01-09,2.67092058633537e-07
2007-01-10,3.75767294784041e-06
2007-01-11,3.99406510125293e-05
2007-01-12,2.34394162973967e-05
2007-01-16,6.68242277783291e-07
2007-01-17,7.99839417950664e-07
2007-01-18,8.85158521180097e-06
2007-01-19,8.35950902592012e-06
2007-01-22,2.80040613189486e-05
2007-01-23,1.25012247803414e-05
2007-01-24,7.16653070205347e-05
2007-01-25,0.000128454744324726
2007-01-26,1.46085787258489e-06
2007-01-29,1.20461778397007e-06
2007-01-30,3.31257642226101e-05
2007-01-31,4.31812719107076e-05
2007-02-01,2.85097425753503e-05
2007-02-02,2.86630403019884e-06
2007-02-05,9.35233673607388e-07
2007-02-06,4.86874511800163e-07
2007-02-07,1.94342822877889e-06
2007-02-08,1.39231269588308e-06
2007-02-09,5.04437464557857e-05
2007-02-12,1.06714079305414e-05
2007-02-13,5.72863509576516e-05
2007-02-14,5.79884087215388e-05
2007-02-15,1.07548410894619e-06
2007-02-16,7.60665438800691e-07
2007-02-20,8.06717788691632e-06
2007-02-21,1.97525589188683e-06
2007-02-22,7.36034196104573e-07
2007-02-23,1.27451781529803e-05
2007-02-26,1.57475704313077e-06
2007-02-27,0.00124910367547045
2007-02-28,3.07524033609994e-05
2007-03-01,6.74859589569832e-06
2007-03-02,0.000131521029395692
2007-03-05,8.93442647124587e-05
2007-03-06,0.00023638388212311
2007-03-07,6.09257640574194e-06
2007-03-08,5.04291395934964e-05
2007-03-09,4.58860291412872e-07
2007-03-12,7.16471551567575e-06
2007-03-13,0.000423477769914014
2007-03-14,4.44739626545804e-05
2007-03-15,1.35201816226572e-05
2007-03-16,1.47122546582682e-05
2007-03-19,0.000117409556479711
2007-03-20,3.98600538468942e-05
2007-03-21,0.000286849882985058
2007-03-22,1.21440434261213e-07
2007-03-23,1.19638007026838e-06
2007-03-26,9.35929561836719e-07
2007-03-27,3.84841612488369e-05
2007-03-28,6.39629624079805e-05
2007-03-29,1.39334114888488e-05
2007-03-30,1.37988540723423e-06
2007-04-02,6.72726343693833e-06
2007-04-03,8.53278419518513e-05
2007-04-04,1.23698603929644e-06
2007-04-05,9.27393717826755e-06
2007-04-09,3.46391534613046e-07
2007-04-10,6.82895026802886e-06
2007-04-11,4.34877588211464e-05
2007-04-12,3.82804128875755e-05
2007-04-13,1.21238446400679e-05
2007-04-16,0.000112329111034143
2007-04-17,4.59250519594565e-06
2007-04-18,4.80183570563619e-07
2007-04-19,1.44666447182858e-06
2007-04-20,8.49731216767465e-05
2007-04-23,5.32060871269024e-06
2007-04-24,1.23345338086449e-07
2007-04-25,0.000101768423986979
2007-04-26,6.12657653260389e-07
2007-04-27,1.45214491522824e-08
2007-04-30,6.18070927644512e-05
2007-05-01,7.01025167816577e-06
2007-05-02,4.16229946701398e-05
2007-05-03,1.86257120404674e-05
2007-05-04,4.61213024742731e-06
2007-05-07,6.55583998243376e-06
2007-05-08,1.36107501227372e-06
2007-05-09,1.03569175111127e-05
2007-05-10,0.000197531271952507
2007-05-11,9.20700788246551e-05
2007-05-14,3.2205323735516e-06
2007-05-15,1.70259318939319e-06
2007-05-16,7.37802455915943e-05
2007-05-17,8.43539696509234e-07
2007-05-18,4.34112867702993e-05
2007-05-21,2.37793342987471e-06
2007-05-22,4.1315912653832e-07
2007-05-23,1.45916951439318e-06
2007-05-24,9.50613427361685e-05
2007-05-25,2.95704152864137e-05
2007-05-29,2.46167394689853e-06
2007-05-30,6.32328356419901e-05
2007-05-31,6.49438074743227e-08
2007-06-01,1.39133719237868e-05
2007-06-04,3.41103897559792e-06
2007-06-05,2.87447828403781e-05
2007-06-06,7.92680251367973e-05
2007-06-07,0.000314209712713581
2007-06-08,0.000127830991206227
2007-06-11,9.24009937476039e-07
2007-06-12,0.00011532993754696
2007-06-13,0.000227107789275715
2007-06-14,2.308554663999e-05
2007-06-15,4.23222527650122e-05
2007-06-18,1.47405245956044e-06
2007-06-19,2.99040382060719e-06
2007-06-20,0.000187537368704281
2007-06-21,3.79627568189866e-05
2007-06-22,0.00016847234801636
2007-06-25,1.03237565713395e-05
2007-06-26,1.05199696076871e-05
2007-06-27,8.04428950560703e-05
2007-06-28,1.74994138575498e-07
2007-06-29,2.460464522092e-06
2007-07-02,0.000113196084576314
2007-07-03,1.27724570334623e-05
2007-07-05,1.20776705441942e-07
2007-07-06,1.08804368617562e-05
2007-07-09,8.480602828188e-07
2007-07-10,0.000204119075506188
2007-07-11,3.25482144195911e-05
2007-07-12,0.000356292334024303
2007-07-13,9.58898381675086e-06
2007-07-16,3.69145774234766e-06
2007-07-17,9.37500580518522e-09
2007-07-18,4.27439006914739e-06
2007-07-19,1.9883519410578e-05
2007-07-20,0.000151195398030439
2007-07-23,2.35950034502973e-05
2007-07-24,0.000400126468379259
2007-07-25,2.16668084593303e-05
2007-07-26,0.000557675230101351
2007-07-27,0.000259881143209884
2007-07-30,0.000104076545947608
2007-07-31,0.000161983984786081
2007-08-01,5.2078836865445e-05
2007-08-02,1.89209062161348e-05
2007-08-03,0.000726075513395518
2007-08-06,0.000569494322115217
2007-08-07,3.77054289831036e-05
2007-08-08,0.000195265767010067
2007-08-09,0.000905893619533993
2007-08-10,1.43236304985106e-07
2007-08-13,2.45431926148076e-07
2007-08-14,0.000335746822612338
2007-08-15,0.000196152860779357
2007-08-16,1.05204283728897e-05
2007-08-17,0.000589011859191014
2007-08-20,7.27288208677643e-08
2007-08-21,1.17823486449447e-06
2007-08-22,0.000135601853340748
2007-08-23,1.15109680117637e-06
2007-08-24,0.000131538375037224
2007-08-27,7.29307786780365e-05
2007-08-28,0.000564202296228514
2007-08-29,0.000470241436044431
2007-08-30,1.75542126929862e-05
2007-08-31,0.000124418481904345
2007-09-04,0.000108447419493206
2007-09-05,0.000133813386787563
2007-09-06,1.8001967202281e-05
2007-09-07,0.000290806073634374
2007-09-10,1.62211781866471e-06
2007-09-11,0.000183338001633049
2007-09-12,2.26729794124394e-09
2007-09-13,7.02967573670396e-05
2007-09-14,4.0874980352739e-08
2007-09-17,2.63535305926684e-05
2007-09-18,0.000828840011052655
2007-09-19,3.68201357003704e-05
2007-09-20,4.55076859119281e-05
2007-09-21,2.11458742471255e-05
2007-09-24,2.7776143994384e-05
2007-09-25,1.17435420806849e-07
2007-09-26,2.9124528822644e-05
2007-09-27,1.52059604078842e-05
2007-09-28,9.16878238821805e-06
2007-10-01,0.000174297025545264
2007-10-02,7.02671166025098e-08
2007-10-03,2.0814111715776e-05
2007-10-04,4.44672844704876e-06
2007-10-05,9.05329648110117e-05
2007-10-08,1.03793379639402e-05
2007-10-09,6.50223974442798e-05
2007-10-10,2.93710341100959e-06
2007-10-11,2.67476113734988e-05
2007-10-12,2.24956611258272e-05
2007-10-15,7.0841384047907e-05
2007-10-16,4.3492270490963e-05
2007-10-17,3.09706059971321e-06
2007-10-18,5.66928138654487e-07
2007-10-19,0.000673366762502802
2007-10-22,1.43730193995248e-05
2007-10-23,7.68136456790284e-05
2007-10-24,5.97512803760426e-06
2007-10-25,9.54127693002473e-07
2007-10-26,0.000187510761215761
2007-10-29,1.37327393238366e-05
2007-10-30,4.20470839866937e-05
2007-10-31,0.000142102167182432
2007-11-01,0.000717108879461175
2007-11-02,6.43022248984078e-07
2007-11-05,2.46720172126005e-05
2007-11-06,0.000143453437083679
2007-11-07,0.000888619785751963
2007-11-08,3.31981634900603e-07
2007-11-09,0.000207073878953515
2007-11-12,0.00010077053044923
2007-11-13,0.000822415317390923
2007-11-14,5.0331614450897e-05
2007-11-15,0.000176902995641337
2007-11-16,2.7213753894784e-05
2007-11-19,0.000310269978968418
2007-11-20,2.00360441456497e-05
2007-11-21,0.000257765531651373
2007-11-23,0.000280543275449084
2007-11-26,0.000552859596042436
2007-11-27,0.000219626340336165
2007-11-28,0.000792964390020361
2007-11-29,2.26920207477627e-07
2007-11-30,5.99104623905714e-05
2007-12-03,3.4865905916998e-05
2007-12-04,4.30564025916607e-05
2007-12-05,0.000227283214461202
2007-12-06,0.000222754804403074
2007-12-07,3.16663288805855e-06
2007-12-10,5.59787394309168e-05
2007-12-11,0.000655148631211351
2007-12-12,3.63835645781852e-05
2007-12-13,1.49713705388251e-06
2007-12-14,0.000191590517632362
2007-12-17,0.000229063819737144
2007-12-18,3.91895965124505e-05
2007-12-19,1.85438161678625e-06
2007-12-20,2.38948530613932e-05
2007-12-21,0.000273320999194652
2007-12-24,6.47149517897548e-05
2007-12-26,6.5336349306716e-07
2007-12-27,0.000206935801782917
2007-12-28,2.25792865859131e-06
2007-12-31,4.72679393055986e-05
2008-01-02,0.000211501263261147
2008-01-03,0
2008-01-04,0.000617918683655047
2008-01-07,1.03560081971683e-05
2008-01-08,0.000343092544017798
2008-01-09,0.000183117996772953
2008-01-10,6.26743272620958e-05
2008-01-11,0.000187379175195058
2008-01-14,0.000116898839055922
2008-01-15,0.000637103062836793
2008-01-16,3.16730976974994e-05
2008-01-17,0.000871677000655169
2008-01-18,3.67692984824618e-05
2008-01-22,0.000124256888403824
2008-01-23,0.000450098698948495
2008-01-24,0.000100248919861172
2008-01-25,0.000255975648843635
2008-01-28,0.00030262535325847
2008-01-29,3.77104136423918e-05
2008-01-30,2.28042418129351e-05
2008-01-31,0.000276661766405919
2008-02-01,0.000147943900513737
2008-02-04,0.00011062811404924
2008-02-05,0.00105745111326444
2008-02-06,5.85661037743593e-05
2008-02-07,6.1698552892689e-05
2008-02-08,1.77458321249104e-05
2008-02-11,3.44771745200959e-05
2008-02-12,5.24122046115546e-05
2008-02-13,0.000182583819758107
2008-02-14,0.000182583819758106
2008-02-15,7.01234371486233e-07
2008-02-19,8.0402767029472e-07
2008-02-20,6.8994254018272e-05
2008-02-21,0.000167724892009218
2008-02-22,6.16181123851726e-05
2008-02-25,0.000188187524357762
2008-02-26,4.7528500961887e-05
2008-02-27,8.46156125135034e-07
2008-02-28,8.06779944888082e-05
